Arenas,Artist,Aspects,BackArt,BackText,Cost,DoubleSided,EpicAction,FoilPrice,FrontArt,FrontText,HP,Keywords,LowFoilPrice,LowPrice,MarketPrice,Name,Number,Power,Rarity,Set,Subtitle,Traits,Type,Unique,VariantType
"[""Ground""]",Felipe Goncalves,,,,2,False,,0.07,https://cdn.swu-db.com/images/cards/SHD/257.png,,3,,0.03,0.01,0.03,Underworld Thug,257,2,Common,SHD,,"[""UNDERWORLD""]",Unit,False,Normal
"[""Ground""]",Ash Pierce,,,,3,False,,0.17,https://cdn.swu-db.com/images/cards/SHD/258.png,When Played: You may give an Experience token to another Mandalorian unit.,3,,0.05,0.01,0.09,Mandalorian Warrior,258,3,Common,SHD,,"[""MANDALORIAN""]",Unit,True,Normal
"[""Space""]",Christian Papazoglakis,,,,3,False,,0.10,https://cdn.swu-db.com/images/cards/SHD/259.png,"Restore 2 (When this unit attacks, heal 2 damage from your base.)",2,"[""Restore""]",0.01,0.01,0.05,Twin Pod Cloud Car,259,2,Common,SHD,,"[""FRINGE"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Yvette Chua,,,,5,False,,0.16,https://cdn.swu-db.com/images/cards/SHD/260.png,When Played: You may return an Underworld card from your discard pile to your hand.,4,,0.05,0.01,0.04,Street Gang Recruiter,260,4,Common,SHD,,"[""UNDERWORLD""]",Unit,False,Normal
,Rebecca Farrow,,,,1,False,,0.12,https://cdn.swu-db.com/images/cards/SHD/261.png,"Attached unit gains: ""Bounty - Give an Experience token to each of up to 2 units."" (When this unit is defeated or captured, its opponent collects its bounty.)",0,,0.02,0.01,0.07,Rich Reward,261,0,Common,SHD,,"[""BOUNTY"", ""CONDITION""]",Upgrade,False,Normal
,French Carlomagno,,,,1,False,,0.49,https://cdn.swu-db.com/images/cards/SHD/262.png,Defeat an upgrade.,,,0.49,0.88,0.90,Confiscate,262,,Special,SHD,,"[""LAW""]",Event,False,Normal
"[""Ground""]",Reno,"[""Vigilance"", ""Villainy""]",https://cdn.swu-db.com/images/cards/LOF/001-b.png,"Sentinel
When Deployed: Play any number of upgrades from your discard pile on this unit (one at a time, paying their costs).",7,True,"Epic Action: If you control 7 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/001.png,"Action [Exhaust]: Discard a card from your hand. If you discarded an upgrade this way, draw a card.",5,,,0.01,0.16,Kylo Ren,001,5,Rare,LOF,We're Not Done Yet,"[""FORCE"", ""FIRST ORDER""]",Leader,True,Normal
"[""Ground""]",Axel Hutt,"[""Vigilance"", ""Villainy""]",https://cdn.swu-db.com/images/cards/LOF/002-b.png,On Attack: You may give a unit -1/-1 for this phase.,5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/002.png,"Action [Exhaust, use the Force (lose your Force token)]: Give a unit -1/-1 for this phase.",7,,,0.01,0.07,Mother Talzin,002,3,Common,LOF,Power Through Magick,"[""FORCE"", ""NIGHT""]",Leader,True,Normal
"[""Ground""]",Reno,"[""Vigilance"", ""Heroism""]",https://cdn.swu-db.com/images/cards/LOF/003-b.png,On Attack: You may give a friendly unit Sentinel for this phase.,6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/003.png,"Action [Exhaust, use the Force (lose your Force token)]: Give a friendly unit Sentinel for this phase. (Enemy units in its arena must attack a sentinel when they attack you.)",6,"[""Sentinel""]",,0.01,0.05,Ahsoka Tano,003,5,Common,LOF,Fighting For Peace,"[""FORCE"", ""FRINGE""]",Leader,True,Normal
"[""Ground""]",Johnny Morrow,"[""Vigilance"", ""Heroism""]",https://cdn.swu-db.com/images/cards/LOF/004-b.png,"Shielded (When you deploy this leader, give a Shield token to him.)
While you control another Creature or Spectre unit, this unit gets +2/+2.",6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/004.png,"Action [C=1, Exhaust]: Give a Shield token to a Creature or Spectre unit.",6,"[""Shielded""]",,0.07,0.21,Kanan Jarrus,004,3,Rare,LOF,Help Us Survive,"[""FORCE"", ""JEDI"", ""REBEL"", ""SPECTRE""]",Leader,True,Normal
"[""Ground""]",Reno,"[""Command"", ""Villainy""]",https://cdn.swu-db.com/images/cards/LOF/005-b.png,On Attack: The next unit you play this phase costs 1 less if it shares a Keyword with a friendly unit.,5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/005.png,Action [Exhaust]: Choose a friendly unit that attacked this phase. Play a unit from your hand that shares a Keyword with the chosen unit. It costs 1 less.,6,,,0.02,0.14,Morgan Elsbeth,005,3,Rare,LOF,Following the Call,"[""FORCE"", ""IMPERIAL"", ""NIGHT""]",Leader,True,Normal
"[""Ground""]",Pius Bak,"[""Command"", ""Villainy""]",https://cdn.swu-db.com/images/cards/LOF/006-b.png,On Attack: Give an Experience token to the unit with the most power among friendly Villainy units.,6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/006.png,"Action [C=1, Exhaust]: Give an Experience token to the unit with the most power among friendly Villainy units. (If multiple units are tied, choose one.)",7,,,0.01,0.05,Supreme Leader Snoke,006,4,Common,LOF,In the Seat of Power,"[""FORCE"", ""FIRST ORDER"", ""OFFICIAL""]",Leader,True,Normal
"[""Ground""]",Robynn Frauhn,"[""Command"", ""Heroism""]",https://cdn.swu-db.com/images/cards/LOF/007-b.png,"While the Force is with you, this unit gets +4/+0 and gains Overwhelm.",9,True,"Epic Action: If the number of resources you control plus the number of times you used the Force this phase is 9 or more, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/007.png,Action [Exhaust]: The Force is with you (create your Force token).,10,"[""Overwhelm""]",,0.05,0.18,Avar Kriss,007,4,Rare,LOF,Marshal of Starlight,"[""FORCE"", ""JEDI"", ""REPUBLIC""]",Leader,True,Normal
"[""Ground""]",Gabriel Gómez Almenzar,"[""Command"", ""Heroism""]",https://cdn.swu-db.com/images/cards/LOF/008-b.png,On Attack: You may give an Experience token to another unit without an Experience token on it.,5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/008.png,"Action [Exhaust, use the Force (lose your Force token)]: Give an Experience token to a unit without an Experience token on it.",6,,,0.01,0.07,Obi-Wan Kenobi,008,3,Common,LOF,Courage Makes Heroes,"[""FORCE"", ""JEDI"", ""REPUBLIC""]",Leader,True,Normal
"[""Ground""]",Gabriel Gómez Almenzar,"[""Aggression"", ""Villainy""]",https://cdn.swu-db.com/images/cards/LOF/009-b.png,On Attack: Deal 1 damage to a unit and 1 damage to a different unit.,6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/009.png,"Action [Exhaust, use the Force (lose your Force token)]: Deal 1 damage to a unit and 1 damage to a different unit.",6,,,1.18,1.50,Darth Maul,009,5,Special,LOF,Sith Revealed,"[""FORCE"", ""SITH""]",Leader,True,Normal
"[""Ground""]",Johnny Morrow,"[""Aggression"", ""Villainy""]",https://cdn.swu-db.com/images/cards/LOF/010-b.png,"Hidden (This unit can't be attacked if she was deployed this phase.)
On Attack: The next unit you play this phase gains Hidden.",5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/010.png,Action [Exhaust]: Play a unit from your hand. It gains Hidden for this phase. (It can't be attacked for this phase unless it has Sentinel.),4,"[""Hidden""]",,0.01,0.04,Third Sister,010,5,Common,LOF,Seething With Ambition,"[""FORCE"", ""IMPERIAL"", ""INQUISITOR""]",Leader,True,Normal
"[""Ground""]",Sebastián Guidobono,"[""Aggression"", ""Heroism""]",https://cdn.swu-db.com/images/cards/LOF/011-b.png,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)
This unit gets +1/+0 for each other friendly Jedi unit.",5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/011.png,"Action [C=1, Exhaust]: If you attacked with a Jedi unit this phase, deal 2 damage to a unit.",6,"[""Saboteur""]",,0.01,0.06,Kit Fisto,011,1,Common,LOF,Focused Jedi Master,"[""FORCE"", ""JEDI"", ""REPUBLIC""]",Leader,True,Normal
"[""Ground""]",David Buisan,"[""Aggression"", ""Heroism""]",https://cdn.swu-db.com/images/cards/LOF/012-b.png,"When Deployed: You may discard your hand. If you do, draw 2 cards.",7,True,"Epic Action: If you control 7 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/012.png,"Action [Exhaust]: If you played a non-unit Force card this phase, deal 1 damage to a unit.",8,,,0.01,0.15,Rey,012,6,Rare,LOF,Nobody,"[""FORCE"", ""RESISTANCE""]",Leader,True,Normal
"[""Ground""]",Hoan Nguyen,"[""Cunning"", ""Villainy""]",https://cdn.swu-db.com/images/cards/LOF/013-b.png,Action [use the Force]: Play an event from your hand. It costs 1 less.,6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/013.png,"Action [Exhaust, use the Force (lose your Force token)]: Play an event from your hand. It costs 1 less.",7,,,0.02,0.14,Barriss Offee,013,4,Rare,LOF,We Have Become Villains,"[""FORCE"", ""JEDI"", ""REPUBLIC""]",Leader,True,Normal
"[""Ground""]",Gabriel Gómez Almenzar,"[""Cunning"", ""Villainy""]",https://cdn.swu-db.com/images/cards/LOF/014-b.png,"Shielded (When you deploy this leader, give a Shield token to him.)
On Attack: The defender gets -2/-0 for this attack.",5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/014.png,"Action [Exhaust, use the Force (lose your Force token)]: Attack with a friendly unit. The defender gets -2/-0 for this attack.",5,"[""Shielded""]",,0.01,0.07,Grand Inquisitor,014,3,Common,LOF,Stories Travel Quickly,"[""FORCE"", ""IMPERIAL"", ""INQUISITOR""]",Leader,True,Normal
"[""Ground""]",Sandra Chlewińska,"[""Cunning"", ""Heroism""]",https://cdn.swu-db.com/images/cards/LOF/015-b.png,On Attack: An opponent chooses a ready unit they control. Exhaust that unit.,4,True,"Epic Action: If you control 4 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/015.png,"Action [Exhaust, use the Force (lose your Force token)]: An opponent chooses a ready unit they control. Exhaust that unit.",4,,,0.01,0.07,Cal Kestis,015,3,Common,LOF,I Can't Keep Hiding,"[""FORCE"", ""FRINGE""]",Leader,True,Normal
"[""Ground""]",Gabriel Gómez Almenzar,"[""Cunning"", ""Heroism""]",https://cdn.swu-db.com/images/cards/LOF/016-b.png,When this unit completes an attack (and survives): You may return a friendly non-leader unit to its owner's hand. Play a non-Villainy unit that costs less than the returned unit from your hand for free.,6,True,"Epic Action: If you control 6 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/016.png,"Action [Exhaust, use the Force (lose your Force token)]: Return a friendly non-leader unit to its owner's hand. Play a non-Villainy unit that costs less than the returned unit from your hand for free.",7,,,1.28,2.19,Qui-Gon Jinn,016,4,Special,LOF,Student of the Living Force,"[""FORCE"", ""JEDI"", ""REPUBLIC""]",Leader,True,Normal
"[""Ground""]",Omercan Cirit,"[""Villainy""]",https://cdn.swu-db.com/images/cards/LOF/017-b.png,"Restore 1 
When a friendly unit attacks and defeats a unit: You may give an Experience token to that friendly unit.",5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/017.png,"When a friendly unit attacks and defeats a unit: You may exhaust this leader. If you do, give an Experience token to that friendly unit.",6,"[""Restore""]",,0.07,0.22,Darth Revan,017,3,Rare,LOF,Scourge of the Old Republic,"[""FORCE"", ""SITH""]",Leader,True,Normal
"[""Ground""]",Reno,"[""Heroism""]",https://cdn.swu-db.com/images/cards/LOF/018-b.png,"Action [use the Force]: Play a Villainy non-unit card from your hand, ignoring its aspect penalties.",5,True,"Epic Action: If you control 5 or more resources, deploy this leader.",,https://cdn.swu-db.com/images/cards/LOF/018.png,"Action [Exhaust, use the Force (lose your Force token)]: Play a Villainy non-unit card from your hand, ignoring its aspect penalties.",6,,,0.05,0.21,Anakin Skywalker,018,4,Rare,LOF,Tempted by the Dark Side,"[""FORCE"", ""JEDI"", ""REPUBLIC""]",Leader,True,Normal
,Rocío Espin,"[""Vigilance""]",,,,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/019.png,"When the regroup phase starts: If you control a unit with 4 or more remaining HP, the Force is with you (create your Force token).",25,,,0.05,0.21,Vergence Temple,019,,Rare,LOF,Lothal,,Base,False,Normal
,Rocío Espin,"[""Command""]",,,,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/022.png,Action: The Force is with you (create your Force token). Use this ability no more than 3 times each game.,25,,,0.03,0.20,Mystic Monastery,022,,Rare,LOF,Mortis,,Base,False,Normal
,Marko Fiedler,"[""Aggression""]",,,,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/025.png,When a friendly unit deals 3 or more combat damage to an enemy base: The Force is with you (create your Force token).,25,,,0.01,0.19,Temple of Destruction,025,,Rare,LOF,Malachor,,Base,False,Normal
,Rocío Espin,"[""Cunning""]",,,,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/028.png,Action [exhaust a friendly unit]: The Force is with you (create your Force token).,25,,,0.09,0.21,Tomb of Eilram,028,,Rare,LOF,Zeffo,,Base,False,Normal
"[""Ground""]",Nabetse Zitro,"[""Vigilance"", ""Villainy""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/031.png,"When Defeated: You may use the Force (lose your Force token). If you do, give a unit -2/-2 for this phase.",4,,,0.09,0.16,Karis,031,2,Uncommon,LOF,We Don't Like Strangers,"[""FORCE"", ""NIGHT""]",Unit,True,Normal
"[""Ground""]",Kyle Petchock,"[""Vigilance"", ""Villainy""]",,,3,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/032.png,"Restore 2 (When this unit attacks, heal 2 damage from your base.)",4,"[""Restore""]",,0.01,0.06,Magistrate's Scout,032,2,Common,LOF,,"[""IMPERIAL"", ""TROOPER""]",Unit,False,Normal
"[""Ground""]",Marc Escachx,"[""Vigilance"", ""Villainy""]",,,3,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/033.png,"When Played: You may exhaust a Force unit. 
On Attack: Each enemy unit loses the Force trait for this phase.",3,,,0.02,0.09,Nameless Terror,033,3,Uncommon,LOF,,"[""CREATURE""]",Unit,False,Normal
"[""Space""]",Robert Bonchune,"[""Vigilance"", ""Villainy""]",,,3,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/034.png,Sentinel (Enemy units in this arena must attack a Sentinel when they attack you.),3,"[""Sentinel""]",,0.04,0.11,Supremacy TIE/sf,034,3,Common,LOF,,"[""FIRST ORDER"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Nabetse Zitro,"[""Vigilance"", ""Villainy""]",,,4,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/035.png,"When Played: You may use the Force (lose your Force token). If you do, give a unit -3/-3 for this phase.",4,,,0.01,0.08,Talzin's Assassin,035,4,Common,LOF,,"[""FORCE"", ""NIGHT""]",Unit,False,Normal
"[""Ground""]",Monika Palosz,"[""Vigilance"", ""Villainy""]",,,5,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/036.png,"When Played: You may defeat a friendly Night unit not named Old Daka. Then, you may play that unit from your discard pile for free.",6,,,0.04,0.12,Old Daka,036,6,Uncommon,LOF,Oldest and Wisest,"[""FORCE"", ""NIGHT""]",Unit,True,Normal
"[""Ground""]",Kyle Petchock,"[""Vigilance"", ""Villainy""]",,,6,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/037.png,"When Played: Give a Shield token to a friendly unit and to an enemy unit.
On Attack: Defeat an enemy unit with a Shield token on it.",6,,,14.50,14.48,Darth Vader,037,5,Legendary,LOF,Twilight of the Apprentice,"[""FORCE"", ""IMPERIAL"", ""SITH""]",Unit,True,Normal
"[""Ground""]",Marc Escachx,"[""Vigilance"", ""Villainy""]",,,7,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/038.png,"Grit 
When this unit completes an attack (and survives): You may defeat a unit with less remaining HP than this unit's power.",9,"[""Grit""]",,0.10,0.19,Pong Krell,038,2,Rare,LOF,"It's Treason, Then","[""FORCE"", ""JEDI"", ""REPUBLIC""]",Unit,True,Normal
"[""Ground""]",Aitor Prieto,"[""Vigilance"", ""Villainy""]",,,8,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/039.png,"Restore 2 (When this unit attacks, heal 2 damage from your base.) 
When Played: You may use the Force. If you do, defeat each non-Sith unit with 3 or less remaining HP.",8,"[""Restore""]",,0.20,0.33,Darth Sidious,039,6,Special,LOF,The Phantom Menace,"[""FORCE"", ""SEPARATIST"", ""SITH""]",Unit,True,Normal
,Amad Mir,"[""Vigilance"", ""Villainy""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/040.png,"Attach to a non-Vehicle unit.
If attached unit is a Force unit, it gains: “This unit can't be exhausted by enemy card abilities.”",,,,0.15,0.45,Kylo Ren's Lightsaber,040,,Rare,LOF,,"[""ITEM"", ""WEAPON"", ""LIGHTSABER""]",Upgrade,True,Normal
,Johnny Morrow,"[""Vigilance"", ""Villainy""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/041.png,Deal 2 damage to a unit. The Force is with you (create your Force token).,,,,0.01,0.08,Drain Essence,041,,Common,LOF,,"[""FORCE""]",Event,False,Normal
,Joey Vazquez,"[""Vigilance"", ""Villainy""]",,,4,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/042.png,"Choose 2 friendly unique Sith units. If you do, give 2 Shield tokens and 2 Experience tokens to each chosen unit. Defeat all other friendly units.",,,,2.66,3.03,Always Two,042,,Legendary,LOF,,"[""SITH""]",Event,False,Normal
,Milos Slavkovic,"[""Vigilance"", ""Villainy""]",,,5,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/043.png,"Choose a friendly unit. For this phase, it can't be defeated by having no remaining HP.
An opponent chooses a unit they control. Defeat that unit.",,,,0.10,0.35,The Tragedy of Plagueis,043,,Rare,LOF,,"[""LEARNED""]",Event,False,Normal
"[""Ground""]",Leonardo Giammichele,"[""Vigilance"", ""Heroism""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/044.png,"Sentinel (Enemy units in this arena must attack a Sentinel when they attack you.) 
This unit can't attack.",3,"[""Sentinel""]",,0.03,0.08,Loth-Wolf,044,3,Common,LOF,,"[""CREATURE""]",Unit,False,Normal
"[""Ground""]",Aitor Prieto,"[""Vigilance"", ""Heroism""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/045.png,"Restore 1 
On Attack: Each other friendly Jedi unit gains Restore 1 for this phase.",4,"[""Restore""]",,3.59,4.30,Yaddle,045,2,Rare,LOF,A Chance to Make Things Right,"[""FORCE"", ""JEDI"", ""REPUBLIC""]",Unit,True,Normal
"[""Ground""]",Derek Laufman,"[""Vigilance"", ""Heroism""]",,,3,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/046.png,On Attack: You may give an Experience token to another Creature or Spectre unit.,5,,,0.04,0.29,Ezra Bridger,046,3,Uncommon,LOF,Attuned With Life,"[""FORCE"", ""JEDI"", ""REBEL"", ""SPECTRE""]",Unit,True,Normal
"[""Space""]",Aaron Dhanda,"[""Vigilance"", ""Heroism""]",,,3,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/047.png,When this unit is attacked (before damage is dealt): You may give an Experience token to this unit.,4,,,0.09,0.25,T-6 Shuttle 1974,047,3,Rare,LOF,Stay Close,"[""FRINGE"", ""VEHICLE"", ""TRANSPORT""]",Unit,True,Normal
"[""Ground""]",Mali Vasanserekul,"[""Vigilance"", ""Heroism""]",,,4,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/048.png,"Shielded (When you play this unit, give a Shield token to it.) 
When Played: You may use the Force (lose your Force token). If you do, heal 3 damage from a base.",4,"[""Shielded""]",,0.01,0.08,Itinerant Warrior,048,4,Common,LOF,,"[""FORCE"", ""JEDI""]",Unit,False,Normal
"[""Ground""]",Amad Mir,"[""Vigilance"", ""Heroism""]",,,5,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/049.png,"While this unit is defending, it gets +2/+0.",8,,,0.01,0.09,Jedi Guardian,049,4,Common,LOF,,"[""FORCE"", ""JEDI""]",Unit,False,Normal
"[""Ground""]",Gabriel Gómez Almenzar,"[""Vigilance"", ""Heroism""]",,,6,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/050.png,"While the Force is with you, this unit gains Grit. (He gets +1/+0 for each damage on him.)",8,"[""Grit""]",,0.01,0.11,Plo Koon,050,6,Uncommon,LOF,I Don't Believe in Chance,"[""FORCE"", ""JEDI"", ""REPUBLIC""]",Unit,True,Normal
,Hoan Nguyen,"[""Vigilance"", ""Heroism""]",,,1,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/051.png,"Attach to a Force unit.
Attached unit gains: “On Attack: You may heal 3 damage from another unit.”",,,,0.03,0.21,Jedi Holocron,051,,Rare,LOF,,"[""JEDI"", ""ITEM""]",Upgrade,False,Normal
,Sebastián Guidobono,"[""Vigilance"", ""Heroism""]",,,1,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/052.png,"Attach to a Force unit.
Attached unit gains: “On Attack: Give an Experience token to this unit.”
While attached unit has 4 or more upgrades on it, it gains the Jedi trait.",,,,0.10,0.26,Jedi Trials,052,,Rare,LOF,,"[""JEDI"", ""LEARNED""]",Upgrade,False,Normal
,Amad Mir,"[""Vigilance"", ""Heroism""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/053.png,"Attach to a non-Vehicle unit. 
If attached unit is a Force unit, it gains Restore 1. (When this unit attacks, heal 1 damage from your base.)",,"[""Restore""]",,0.03,0.12,Heirloom Lightsaber,053,,Common,LOF,,"[""ITEM"", ""WEAPON"", ""LIGHTSABER""]",Upgrade,False,Normal
,Reno,"[""Vigilance"", ""Heroism""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/054.png,"Exhaust a friendly unit. If you do, give a Shield token and 2 Experience tokens to it.",,,,0.05,0.11,Calm in the Storm,054,,Uncommon,LOF,,"[""FORCE""]",Event,False,Normal
"[""Ground""]",Johnny Morrow,"[""Vigilance"", ""Vigilance""]",,,4,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/055.png,When the regroup phase starts: Give an Experience token to each other friendly non-Vehicle unit.,7,,,0.15,0.36,Dume,055,2,Rare,LOF,Redeem the Future,"[""FORCE"", ""CREATURE""]",Unit,True,Normal
,EJ Dela Cruz,"[""Vigilance"", ""Vigilance""]",,,3,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/056.png,"If you control a Force unit, this upgrade costs 1 less to play.
Attached unit's printed power is considered to be 5 and its printed HP is considered to be 5.",,,,0.09,0.27,Size Matters Not,056,,Rare,LOF,,"[""FORCE""]",Upgrade,False,Normal
"[""Ground""]",Ario Murti,"[""Vigilance""]",,,1,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/057.png,"Restore 2 
When Defeated: Search the top 5 cards of your deck for a Force unit, reveal it, and draw it. (Put the other cards on the bottom of your deck in a random order.)",3,"[""Restore""]",,0.09,0.23,Owen Lars,057,0,Uncommon,LOF,Devoted Uncle,"[""FRINGE""]",Unit,True,Normal
"[""Ground""]",Alexandria Huntington,"[""Vigilance""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/058.png,The first upgrade you play on this unit each round costs 1 less.,2,,,0.01,0.04,Guardian of the Whills,058,2,Common,LOF,,"[""FORCE"", ""FRINGE""]",Unit,False,Normal
"[""Ground""]",Jessi Ochse,"[""Vigilance""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/059.png,When Defeated: Draw a card.,2,,,0.04,0.10,Nightsister Warrior,059,2,Common,LOF,,"[""FORCE"", ""NIGHT""]",Unit,False,Normal
"[""Space""]",Christian Papzoglakis,"[""Vigilance""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/060.png,"While you control a Force unit or upgrade, this unit gets +1/+1.",3,,,0.01,0.05,Padawan Starfighter,060,1,Common,LOF,,"[""JEDI"", ""REPUBLIC"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Jakub Rebelka,"[""Vigilance""]",,,2,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/061.png,"Shielded (When you play this unit, give a Shield token to it.)",2,"[""Shielded""]",,0.07,0.15,Secretive Sage,061,2,Common,LOF,,"[""FORCE"", ""FRINGE""]",Unit,False,Normal
"[""Ground""]",Eslam AboShady,"[""Vigilance""]",,,3,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/062.png,"Shielded 
This unit gets +1/+1 for each upgrade on him.",2,"[""Shielded""]",,1.00,1.76,Axe Woves,062,2,Rare,LOF,Accomplished Warrior,"[""MANDALORIAN"", ""TROOPER""]",Unit,True,Normal
"[""Ground""]",Marc Escachx,"[""Vigilance""]",,,3,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/063.png,"This unit can't attack unless it's damaged. 
When this unit attacks and defeats a unit: Heal 2 damage from this unit.",5,,,0.16,0.54,Oggdo Bogdo,063,5,Rare,LOF,Bogano Brute,"[""CREATURE""]",Unit,True,Normal
"[""Ground""]",Ario Murti,"[""Vigilance""]",,,3,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/064.png,When Defeated: You may give a Shield token to a damaged non-Vehicle unit.,3,,,0.02,0.08,Tauntaun,064,3,Common,LOF,,"[""CREATURE""]",Unit,False,Normal
"[""Ground""]",Reno,"[""Vigilance""]",,,3,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/065.png,"On Attack: An opponent chooses one: 
You give an Experience token to a friendly unit. 
You draw a card.",6,,,0.08,0.13,Watto,065,1,Uncommon,LOF,,"[""FRINGE""]",Unit,True,Normal
"[""Ground""]",Ivan Shavrin,"[""Vigilance""]",,,4,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/066.png,,5,,,0.01,0.04,Awakened Specters,066,4,Common,LOF,,"[""NIGHT"", ""UNDEAD""]",Unit,False,Normal
"[""Ground""]",EJ Dela Cruz,"[""Vigilance""]",,,4,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/067.png,"Sentinel
When this unit is attacked (before damage is dealt): You may use the Force (lose your Force token). If you do, the attacker gets -2/-0 for this attack.",5,"[""Sentinel""]",,0.05,0.23,Chirrut Îmwe,067,3,Uncommon,LOF,"Blind, but not Deaf","[""FORCE"", ""FRINGE""]",Unit,True,Normal
"[""Ground""]",Ario Murti,"[""Vigilance""]",,,4,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/068.png,"On Attack: Search the top 5 cards of your deck for an Item upgrade, reveal it, and draw it. (Put the other cards on the bottom of your deck in a random order.)",5,,,0.03,0.10,Luthen Rael,068,4,Uncommon,LOF,Masquerading Antiquarian,"[""REBEL""]",Unit,True,Normal
"[""Space""]",Aitor Prieto,"[""Vigilance""]",,,5,False,,0.00,https://cdn.swu-db.com/images/cards/LOF/069.png,Sentinel (Enemy units in this arena must attack a Sentinel when they attack you.),7,"[""Sentinel""]",,0.01,0.07,Graceful Purrgil,069,2,Common,LOF,,"[""CREATURE""]",Unit,False,Normal
